gene,control-XX,control-FB,control-BR,control-BC,control-BS,NC_pub,NC_pub,NC_pub,SRR4787052
ENSG00000243267_RN7SL614P,0.00,0.00,0.72,0.48,0.00,0.00,5.04,0.14,1.56
ENSG00000243273_AC020636.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243274_RN7SL571P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243276_AC068633.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243279_PRAF2,57.46,104.60,91.83,46.84,52.97,0.00,3.55,2.06,9.89
ENSG00000243280_AC093663.2,0.00,0.10,0.00,0.00,0.00,0.00,0.27,0.12,1.53
ENSG00000243284_VSIG8,0.05,0.22,2.06,5.44,3.24,0.00,0.00,0.00,0.35
ENSG00000243287_AP002088.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243289_AGAP13P,0.00,0.65,0.13,0.36,0.00,0.00,0.00,0.00,0.44
ENSG00000243290_IGKV1-12,0.26,0.13,0.84,0.12,0.00,0.00,0.00,0.00,0.00
ENSG00000243295_AC114400.1,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00
ENSG00000243296_AC078828.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243297_RPL31P61,0.00,0.00,0.09,0.26,0.00,0.00,3.00,0.65,0.65
ENSG00000243302_AC018638.4,2.01,15.60,12.86,12.36,8.53,27.12,34.27,6.68,11.91
ENSG00000243303_AC103987.1,0.00,0.00,0.00,0.00,0.00,0.00,2.84,0.41,0.00
ENSG00000243304_AC008494.1,0.12,0.27,0.18,0.42,0.28,0.00,0.63,0.00,0.37
ENSG00000243305_AC026347.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243307_POM121L6P,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00
ENSG00000243312_AC093827.1,0.08,0.07,0.13,0.00,0.00,0.00,0.00,0.04,0.00
ENSG00000243313_RN7SL285P,0.00,0.00,0.00,0.00,0.48,7.24,11.62,0.00,0.00
ENSG00000243314_AC106707.2,0.00,0.00,0.00,0.00,0.00,0.00,2.59,0.56,0.66
ENSG00000243316_GUCY2GP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243317_C7orf73,17.67,44.08,20.20,19.57,12.77,5.05,5.04,2.56,16.94
ENSG00000243319_FGF14-IT1,0.00,0.02,0.06,0.12,0.11,0.00,0.00,0.00,4.62
ENSG00000243321_LINC01998,0.13,0.09,0.08,0.09,0.00,0.00,0.00,0.00,0.10
ENSG00000243323_PTPRVP,0.11,0.02,0.11,0.11,0.09,0.00,0.00,0.00,0.12
ENSG00000243328_AC083982.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243333_RN7SL174P,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.13,0.00
ENSG00000243335_KCTD7,12.46,46.22,18.76,16.67,14.39,8.02,7.50,0.75,25.85
ENSG00000243338_RN7SL307P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243339_RN7SL738P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243345_AC093714.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243346_RN7SL601P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243347_LINC02045,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243349_AL358394.2,0.00,0.00,0.00,0.00,0.03,0.00,0.02,0.01,0.00
ENSG00000243352_RN7SL8P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243353_RPS29P19,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00
ENSG00000243355_AC012123.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243359_RN7SL815P,0.00,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.00
ENSG00000243364_EFNA4,2.11,2.21,0.97,1.45,1.45,0.00,2.01,1.89,0.84
ENSG00000243365_RN7SL278P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243366_RN7SL60P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243368_MCCC1-AS1,0.25,0.75,2.00,1.54,1.34,0.25,2.34,0.64,0.00
ENSG00000243370_RN7SL775P,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.11,0.80
ENSG00000243373_RN7SL173P,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,1.06
ENSG00000243374_RN7SL72P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243378_AC083801.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243383_RN7SL89P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00
ENSG00000243384_AC119424.1,0.22,0.08,0.22,0.00,0.25,0.00,0.00,0.00,0.00
ENSG00000243385_AC094085.1,0.00,0.00,0.00,0.00,0.00,0.17,0.76,0.11,0.11
ENSG00000243388_RPL3P3,0.03,0.01,0.00,0.00,0.04,0.00,0.07,0.00,0.13
ENSG00000243389_AC012442.2,0.39,3.16,1.25,1.74,0.46,0.00,0.00,0.00,1.49
ENSG00000243396_AC084198.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243398_RN7SL141P,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.00,0.00
ENSG00000243402_AC022973.1,0.00,0.00,0.14,0.19,0.44,1.20,7.75,0.72,0.11
ENSG00000243403_AC090543.2,0.00,0.24,0.00,0.00,0.28,0.00,0.91,0.45,1.83
ENSG00000243404_AC011276.1,0.40,0.77,0.00,0.70,0.30,0.00,2.86,0.22,0.00
ENSG00000243406_MRPS31P5,4.60,5.79,5.37,7.63,4.40,3.39,2.80,0.59,4.25
ENSG00000243410_PSMD6-AS1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243414_TICAM2,2.46,1.06,1.30,2.05,1.62,0.00,1.62,0.00,0.59
ENSG00000243415_AC107021.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243417_AC023424.2,0.15,0.03,0.03,0.13,0.07,0.00,0.09,0.00,0.00
ENSG00000243420_RN7SL734P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243422_RPL23AP49,3.13,1.47,4.31,3.40,1.62,0.00,0.00,0.00,1.22
ENSG00000243423_AC004223.1,0.21,0.28,0.20,0.00,0.90,0.00,0.00,0.00,0.00
ENSG00000243424_RN7SL107P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243426_RN7SL454P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243429_AF186996.8,0.17,0.23,0.28,0.14,0.12,0.00,0.00,0.00,0.06
ENSG00000243431_RPL5P30,0.66,1.47,1.92,1.81,1.59,0.10,1.67,0.00,1.59
ENSG00000243433_AC010973.1,0.00,1.71,0.75,0.33,0.60,0.00,1.18,0.13,0.00
ENSG00000243437_RN7SL370P,0.00,0.00,0.00,0.00,0.00,0.78,5.58,0.38,0.00
ENSG00000243438_LARP1BP2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243439_RN7SL352P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243440_AF130351.1,0.00,0.00,0.02,0.08,0.00,0.08,0.18,0.00,0.19
ENSG00000243444_PALM2,2.17,3.97,1.50,1.93,1.31,0.00,0.00,0.00,21.38
ENSG00000243445_AC106820.1,0.46,1.73,0.15,0.21,0.18,0.00,1.26,0.59,0.72
ENSG00000243446_RN7SL284P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.43
ENSG00000243449_C4orf48,145.05,162.54,157.51,56.50,60.59,0.96,3.07,1.40,49.15
ENSG00000243455_RPS18P13,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243466_IGKV1-5,0.47,1.43,1.25,0.87,0.86,0.00,0.00,0.00,0.00
ENSG00000243468_INGX,0.00,0.13,0.15,0.00,0.00,0.00,0.52,0.00,0.07
ENSG00000243469_RPL7P51,0.00,0.00,0.10,0.00,0.00,0.00,0.29,0.00,0.00
ENSG00000243477_NAT6,5.31,21.23,26.75,14.12,21.72,0.00,2.71,0.29,6.75
ENSG00000243478_AOX2P,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.08,0.00
ENSG00000243479_MNX1-AS1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243480_AMY2A,0.15,0.64,0.08,0.13,0.00,0.00,0.23,0.05,0.14
ENSG00000243483_AC078785.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243485_MIR1302-2HG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20
ENSG00000243486_AC068985.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243488_RN7SL337P,0.00,0.00,0.00,0.00,0.00,0.00,1.71,0.37,0.00
ENSG00000243489_KRTAP10-11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243491_AC082651.3,0.12,0.06,0.21,0.19,0.30,0.00,0.00,0.00,0.03
ENSG00000243494_AC011476.1,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243495_GMFBP1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00
ENSG00000243498_AC068228.1,1.94,1.58,1.32,0.62,0.96,0.00,1.46,0.00,0.83
ENSG00000243499_AC117500.1,0.00,0.05,0.00,0.00,0.00,0.50,0.47,0.00,0.08
ENSG00000243501_AL365232.1,0.00,0.14,0.05,0.07,0.05,0.00,0.00,0.00,0.10
ENSG00000243503_AC090453.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243504_RPS23P1,0.07,0.23,0.15,0.00,0.17,0.00,0.00,0.23,0.00
ENSG00000243505_RN7SL240P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243507_AC005908.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243508_AC108688.1,0.00,0.00,0.07,0.05,0.00,0.00,2.94,0.22,4.13
ENSG00000243509_TNFRSF6B,70.25,4.30,3.78,30.66,81.97,1.02,0.36,0.03,0.68
ENSG00000243510_RN7SL111P,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00
ENSG00000243514_RPL32P33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243516_RPL12P40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.28
ENSG00000243517_AC024940.2,0.68,0.94,0.26,0.30,0.31,0.00,0.00,0.00,0.73
ENSG00000243518_AC108729.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243519_IGLVIVOR22-2,0.00,0.18,0.12,0.50,0.00,0.00,0.00,0.00,0.00
ENSG00000243521_RPL5P33,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00
ENSG00000243531_AC079804.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243532_RN7SL19P,0.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00
ENSG00000243537_KC877373.1,0.00,0.20,0.00,0.00,0.19,0.00,0.00,0.00,0.00
ENSG00000243538_RPS26P28,0.00,0.03,0.00,0.15,0.00,0.00,0.00,0.11,0.76
ENSG00000243539_RN7SL649P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243541_RN7SL104P,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243543_WFDC6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243544_RN7SL172P,0.00,0.00,0.00,0.80,0.00,31.13,26.63,12.05,0.00
ENSG00000243546_RN7SL108P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243547_HNRNPKP4,1.07,8.42,1.60,3.06,3.65,2.82,4.48,4.08,2.28
ENSG00000243548_RN7SL101P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243549_RN7SL705P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243550_LINC01214,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00
ENSG00000243554_AC004967.1,0.21,0.23,0.00,0.00,0.00,0.00,0.00,0.07,0.00
ENSG00000243560_RN7SL364P,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.14,0.83
ENSG00000243562_RN7SL838P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243566_UPK3B,0.04,0.16,0.65,0.30,0.82,0.00,0.27,0.07,1.16
ENSG00000243568_AC020779.1,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.07
ENSG00000243572_LINC02017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243574_AC006148.2,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243581_RPS29P25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243584_AC068769.1,0.00,0.01,0.00,0.00,0.00,0.00,0.03,0.00,0.00
ENSG00000243591_RN7SL282P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243592_AC016638.1,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243593_LINC02049,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243596_AC130509.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243601_RPL12P24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243607_AP001318.1,0.27,0.39,0.13,0.00,0.00,0.00,0.00,0.00,0.87
ENSG00000243609_AC026470.1,0.00,0.08,0.00,0.00,0.00,1.44,3.52,0.43,1.36
ENSG00000243613_AL513523.4,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00
ENSG00000243620_AC092957.1,0.00,0.00,0.05,1.12,0.11,0.00,0.00,0.00,0.00
ENSG00000243621_AC003989.2,0.00,0.00,0.00,0.00,0.00,0.91,8.24,2.07,0.00
ENSG00000243627_AP000322.1,0.01,0.16,0.04,0.19,0.08,0.00,0.00,0.00,0.05
ENSG00000243629_LINC00880,0.00,0.08,0.26,0.24,0.29,0.00,0.04,0.00,0.13
ENSG00000243633_RN7SL542P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243635_AC091804.1,0.00,0.00,0.00,0.07,0.00,0.00,0.39,0.00,0.00
ENSG00000243636_AL445493.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243641_OR13C7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243642_RN7SL526P,0.00,2.17,0.00,0.36,0.00,0.00,0.00,0.00,1.47
ENSG00000243643_TSPY20P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243646_IL10RB,11.63,9.31,7.93,6.90,6.41,9.83,14.98,8.30,4.09
ENSG00000243648_AC109454.1,0.00,0.00,0.17,0.08,0.14,0.00,0.00,0.00,0.00
ENSG00000243649_CFB,12.04,3.12,4.03,13.06,14.41,16.43,36.59,10.77,2.02
ENSG00000243650_RN7SL834P,0.00,0.00,0.00,0.00,0.00,1.62,10.10,1.05,0.00
ENSG00000243655_AC132825.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00
ENSG00000243658_MTND5P16,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00
ENSG00000243659_FO393419.3,0.00,0.25,0.36,0.71,0.40,0.00,0.00,0.00,0.38
ENSG00000243660_ZNF487,4.19,3.33,4.11,10.53,4.06,2.02,2.55,0.17,5.95
ENSG00000243661_WBP1LP1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243663_RPS4XP14,0.03,0.27,0.00,0.00,0.14,0.36,5.87,0.12,0.00
ENSG00000243664_RPS29P12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243667_WDR92,2.86,3.67,3.95,4.54,2.85,2.46,4.34,0.87,7.04
ENSG00000243669_AP000926.2,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00
ENSG00000243671_RN7SL761P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243672_AC004924.1,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.15
ENSG00000243674_AC131233.1,0.00,0.04,0.00,0.11,0.00,0.00,0.00,0.00,0.06
ENSG00000243675_AC080013.2,0.00,0.00,0.13,0.35,0.00,0.00,0.78,0.00,1.73
ENSG00000243678_NME2,289.66,497.38,204.41,174.23,157.82,14.07,31.74,74.92,155.84
ENSG00000243679_AC018638.5,5.76,14.13,19.07,15.49,10.87,0.44,6.97,0.13,16.20
ENSG00000243680_RPL37P23,7.38,18.34,0.64,2.80,5.86,34.98,14.15,29.56,2.80
ENSG00000243686_AC002553.3,2.96,0.81,0.94,1.35,0.91,0.00,0.97,0.42,0.79
ENSG00000243687_AC079594.1,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.27
ENSG00000243694_LINC02027,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11
ENSG00000243695_AL353729.1,0.13,0.03,0.00,0.00,0.00,0.00,0.10,0.09,0.57
ENSG00000243696_AC006254.1,0.60,1.72,2.42,1.34,0.51,2.72,1.76,0.15,1.33
ENSG00000243697_AC009108.1,0.24,1.47,0.77,1.00,0.28,0.00,0.00,0.00,0.00
ENSG00000243700_RN7SL598P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243701_DUBR,6.77,6.15,4.07,6.60,3.82,0.00,0.09,0.08,7.69
ENSG00000243702_RN7SL638P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243704_RN7SL105P,0.00,0.00,0.00,0.00,0.35,0.76,2.02,0.12,2.36
ENSG00000243705_AC010531.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243708_PLA2G4B,3.69,9.65,17.80,22.75,12.23,50.64,8.97,7.28,7.56
ENSG00000243709_LEFTY1,1.05,1.77,2.21,1.38,1.54,0.00,0.00,0.02,2.00
ENSG00000243710_CFAP57,0.16,0.63,0.47,0.14,0.69,0.00,0.43,0.01,0.46
ENSG00000243711_AC103975.1,0.24,0.10,0.00,0.00,0.00,0.00,0.00,0.07,0.00
ENSG00000243715_CACNA2D3-AS1,0.05,0.11,0.04,0.05,0.00,0.00,0.00,0.00,0.00
ENSG00000243716_NPIPB5,21.23,62.45,77.41,87.02,33.08,101.59,442.92,76.03,143.01
ENSG00000243720_AP001025.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243721_RPL23AP63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243723_RN7SL393P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34
ENSG00000243725_TTC4,11.37,19.71,16.49,18.34,13.15,4.76,2.82,0.59,10.06
ENSG00000243729_OR5V1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00
ENSG00000243730_AL079303.1,0.15,0.31,0.00,0.27,0.31,0.00,0.00,0.00,0.00
ENSG00000243733_AC018450.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243738_RN7SL181P,0.79,0.13,0.74,0.99,0.00,0.00,0.64,0.00,0.40
ENSG00000243742_RPLP0P2,0.65,0.45,1.01,0.26,0.03,0.08,0.06,0.13,0.49
ENSG00000243744_AC016546.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15
ENSG00000243746_EEF1A1P10,0.03,0.46,0.03,0.04,0.00,0.98,1.57,0.08,0.23
ENSG00000243749_TMEM35B,13.88,5.20,8.72,8.25,9.43,0.00,8.26,10.43,1.55
ENSG00000243753_HLA-L,1.01,1.90,3.70,3.80,1.14,0.02,2.69,0.56,3.23
ENSG00000243758_RPL35AP15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243759_ST13P15,0.81,4.24,0.82,1.13,1.38,11.17,28.37,5.65,0.80
ENSG00000243761_AC023194.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243762_AC006547.2,2.30,0.00,0.00,0.00,1.26,0.00,0.00,0.00,1.40
ENSG00000243766_HOTTIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00
ENSG00000243770_RN7SL65P,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.12,1.51
ENSG00000243771_AC010618.1,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00
ENSG00000243772_KIR2DL3,0.04,0.00,0.03,0.02,0.06,0.00,0.26,0.00,0.00
ENSG00000243775_OSTCP1,0.16,0.09,0.04,0.05,0.04,0.00,0.00,0.10,0.00
ENSG00000243777_AP000942.1,0.13,0.03,0.00,0.00,0.00,0.00,0.08,0.00,0.00
ENSG00000243779_AP001086.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243780_AC092754.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243781_AL590396.1,0.00,0.08,0.19,0.04,0.00,0.00,0.09,0.00,0.00
ENSG00000243782_RN7SL78P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243789_JMJD7,6.79,15.73,12.97,15.65,14.69,2.26,1.03,1.15,11.89
ENSG00000243792_OR7E89P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243794_SNRPCP10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243795_LINC02044,0.38,0.38,0.21,0.31,0.19,0.07,0.16,0.02,0.02
ENSG00000243797_AC004917.1,0.00,0.07,0.00,0.00,0.00,0.00,0.09,0.17,0.00
ENSG00000243799_PEX5L-AS1,0.00,0.09,0.00,0.00,0.00,1.02,0.00,0.00,0.00
ENSG00000243801_RN7SL461P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243802_AC090589.1,0.00,1.22,0.81,0.00,0.47,0.00,0.00,0.31,0.56
ENSG00000243806_RPL7P18,0.13,0.05,0.00,0.05,0.00,0.00,0.20,0.00,0.41
ENSG00000243810_AL121721.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243811_APOBEC3D,0.18,0.09,0.21,0.19,0.31,0.15,0.55,0.02,0.00
ENSG00000243813_AC078857.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83
ENSG00000243817_RN7SL189P,0.00,0.00,0.00,0.00,0.00,0.00,1.51,0.00,0.00
ENSG00000243818_AC021074.3,0.01,0.01,0.00,0.00,0.03,0.00,0.00,0.00,0.00
ENSG00000243819_RN7SL832P,0.35,0.33,0.39,0.08,0.18,0.00,0.46,0.03,0.15
ENSG00000243822_AC073522.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243824_RPL12P6,0.00,0.07,0.19,0.12,0.00,0.00,0.29,0.05,0.16
ENSG00000243828_AL355357.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10
ENSG00000243829_AC011495.1,1.35,7.57,1.45,1.65,1.18,0.00,0.13,0.44,0.44
ENSG00000243830_AC092865.4,0.04,0.07,0.08,0.18,0.00,0.00,0.00,0.00,0.00
ENSG00000243831_AL109933.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243832_LINC02000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243836_WDR86-AS1,0.07,0.79,0.62,0.10,1.75,1.13,0.00,0.00,0.29
ENSG00000243838_PSMC1P7,0.00,0.01,0.03,0.02,0.00,0.00,0.00,0.00,0.00
ENSG00000243844_AC069181.1,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243845_RN7SL30P,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.96
ENSG00000243847_RN7SL610P,0.17,0.00,0.33,0.00,0.00,0.00,0.00,0.77,0.36
ENSG00000243849_CFAP44-AS1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243853_ALDH7A1P3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243854_RN7SL67P,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,8.61
ENSG00000243855_RPL12P5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243856_RN7SL551P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243859_RPL5P17,0.27,1.45,0.05,0.07,0.13,0.64,0.32,1.44,0.14
ENSG00000243861_AC092994.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243864_RPS3AP50,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.04,0.00
ENSG00000243870_RN7SL236P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243871_RN7SL487P,0.00,0.09,0.00,0.15,0.26,11.13,6.24,0.10,0.00
ENSG00000243872_RN7SL464P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243873_HMGB1P36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243877_HMGB1P38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243883_RN7SL419P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243885_AC108751.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243886_AC117440.1,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243888_AL355140.1,2.71,1.60,0.00,0.00,3.62,0.00,3.62,0.51,0.00
ENSG00000243889_TRBV8-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243894_AC116562.1,0.00,0.00,0.03,0.06,0.00,0.00,0.00,0.00,0.15
ENSG00000243896_OR2A7,0.07,0.17,0.06,0.17,0.07,0.00,0.19,0.03,0.10
ENSG00000243900_RN7SL320P,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00
ENSG00000243902_ELFN2,0.59,6.52,2.62,0.07,0.22,0.00,0.00,0.00,1.23
ENSG00000243903_AC138057.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000243904_RPSAP5,0.00,0.19,0.03,0.00,0.12,0.00,0.00,0.00,0.00
ENSG00000243905_RN7SL679P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
