gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str	flip
CIPC	CIPC_77099884-77099961	0.5833	0.184682941521108	10		chr14:77099884-77099961	+	0
VSIG10	VSIG10_118082127-118082429	0.278666666666667	0.0654548190229973	3		chr12:118082127-118082429	-	0
MAPKAPK5-AS1	MAPKAPK5-AS1_111840333-111840477	0.257	0.0274798627569873	8		chr12:111840333-111840477	-	0
DCTN2	DCTN2_57538519-57538524	0.342179487179487	0.153368128129823	39		chr12:57538519-57538524	-	0
AC068888.1	AC068888.1_53043098-53043147	0.5702	0.0408436041504664	5		chr12:53043098-53043147	-	0
SCN8A	SCN8A_51688758-51688849	0.5556	0.194188825631137	5		chr12:51688758-51688849	+	0
TM7SF3	TM7SF3_26983493-26983596	0.617333333333333	0.192832397001472	3		chr12:26983493-26983596	-	0
PVR	PVR_44658742-44658765	0.742	0.184882395051557	9		chr19:44658742-44658765	+	1
DYRK4	DYRK4_4573330-4573356	0.6068	0.142445428147063	5		chr12:4573330-4573356	+	0
WNK1	WNK1_880721-880999	0.298875	0.0826030741385746	8		chr12:880721-880999	+	0
ABCG4	ABCG4_119160227-119160385	0.2945	0.0409023226724351	4		chr11:119160227-119160385	+	0
ALKBH8	ALKBH8_107549753-107549823	0.357826086956522	0.15582118311295	23		chr11:107549753-107549823	-	0
SHANK2	SHANK2_71226565-71226669	0.915294117647059	0.145086941480739	17		chr11:71226565-71226669	-	1
PPP1R32	PPP1R32_61489782-61489946	0.358666666666667	0.0388115103201787	3		chr11:61489782-61489946	+	0
AP001931.2	AP001931.2_57806461-57806478	0.2388	0.0244985260327592	10		chr11:57806461-57806478	+	0
ATG13	ATG13_46625301-46625417	0.556444444444444	0.246908440069953	9		chr11:46625301-46625417	+	0
HPX	HPX_6437440-6437652	0.517333333333333	0.0755071740520948	3		chr11:6437440-6437652	-	0
CD81	CD81_2386555-2386639	0.3932	0.130237091490865	5		chr11:2386555-2386639	+	0
DEAF1	DEAF1_679688-679816	0.2585	0.0190918830920368	2		chr11:679688-679816	-	0
ADA	ADA_44624202-44624329	0.53	0.110308657865101	2		chr20:44624202-44624329	-	0
SCART1	SCART1_133466235-133466381	0.48475	0.0957857853058932	4		chr10:133466235-133466381	+	0
SCART1	SCART1_133491222-133491319	0.46975	0.123900593795418	8		chr10:133491222-133491319	+	0
LRRC27	LRRC27_132366615-132366677	0.637625	0.148875283375045	16		chr10:132366615-132366677	+	0
C11orf65	C11orf65_108407096-108407149	0.379	0.0367695526217005	2		chr11:108407096-108407149	-	0
C11orf65	C11orf65_108431746-108431838	0.738285714285714	0.18881347269866	14		chr11:108431746-108431838	-	0
PSD	PSD_102418701-102418759	0.413111111111111	0.136009599334426	9		chr10:102418701-102418759	-	0
MRPL43	MRPL43_100983948-100984074	0.561333333333333	0.179815090208432	6		chr10:100983948-100984074	-	0
RNF175	RNF175_153748645-153748786	0.392888888888889	0.10227835113606	9		chr4:153748645-153748786	-	0
USP44	USP44_95535373-95535426	0.846	0.174802745973855	3		chr12:95535373-95535426	-	0
NAAA	NAAA_75918761-75918789	0.348571428571429	0.0600468071392564	7		chr4:75918761-75918789	-	0
ST3GAL5	ST3GAL5_85852860-85853099	0.782	0.157730783298632	3		chr2:85852860-85853099	-	1
RAB28	RAB28_13369871-13369965	0.563666666666667	0.118866872312404	3		chr4:13369871-13369965	-	0
HAUS3	HAUS3_2193204-2193316	0.440666666666667	0.162574085675834	3		chr4:2193204-2193316	-	0
MYO15B	MYO15B_75590626-75590689	0.439555555555556	0.0689004918543966	9		chr17:75590626-75590689	+	0
MYH10	MYH10_8576643-8576669	0.262	0.00498232168890817	18		chr17:8576643-8576669	-	0
ANK1	ANK1_41661430-41661564	0.448857142857143	0.174383509729586	28		chr8:41661430-41661564	-	0
PLCH1	PLCH1_155504555-155504626	0.341333333333333	0.0420634441449263	3		chr3:155504555-155504626	-	0
TVP23C-CDRT4	TVP23C-CDRT4_15503098-15503232	0.484105263157895	0.125926740050115	19		chr17:15503098-15503232	-	0
TPRA1	TPRA1_127591890-127591950	1	0	3		chr3:127591890-127591950	-	1
ATP7B	ATP7B_51958311-51958400	0.428	0.148292953305273	6		chr13:51958311-51958400	-	0
ZNF337	ZNF337_25686391-25686466	0.380666666666667	0.0595371032774241	6		chr20:25686391-25686466	-	0
TEX264	TEX264_51672210-51672301	0.330875	0.0680765063313748	8		chr3:51672210-51672301	+	0
PDE4DIP	PDE4DIP_149026715-149026831	0.565	0.228	3		chr1:149026715-149026831	+	0
APLP2	APLP2_130123612-130123779	0.290238095238095	0.081112825596144	21		chr11:130123612-130123779	+	0
PTK2	PTK2_140669727-140669735	0.333619047619048	0.107210296236171	21		chr8:140669727-140669735	-	0
APPBP2	APPBP2_60461810-60461915	0.564	0.0438406204335659	2		chr17:60461810-60461915	-	0
HHATL	HHATL_42697001-42697145	0.322285714285714	0.0990062528087903	7		chr3:42697001-42697145	-	0
TMEM116	TMEM116_112003800-112003863	0.291666666666667	0.0213619599600161	3		chr12:112003800-112003863	-	0
AC022007.1	AC022007.1_10008404-10008618	0.381	0	2		chr3:10008404-10008618	-	0
IL15	IL15_141688822-141689035	0.564047619047619	0.157159306498367	21		chr4:141688822-141689035	+	0
MTERF4	MTERF4_241094277-241094429	0.458384615384616	0.128463703344264	13		chr2:241094277-241094429	-	0
MTERF4	MTERF4_241094277-241094432	0.403083333333333	0.100298154005793	12		chr2:241094277-241094432	-	0
DRAM2	DRAM2_111139501-111139666	0.62564705882353	0.204418975750929	17		chr1:111139501-111139666	-	1
ILKAP	ILKAP_238188131-238188257	0.4015	0.0784888527117068	2		chr2:238188131-238188257	-	0
LRRFIP1	LRRFIP1_237758729-237758821	0.43525	0.192489610109221	4		chr2:237758729-237758821	+	0
MX1	MX1_41421838-41421871	0.567866666666667	0.154971825396317	15		chr21:41421838-41421871	+	0
MX1	MX1_41430533-41430608	0.449	0.0579827560572969	2		chr21:41430533-41430608	+	0
DGKQ	DGKQ_966064-966301	0.573	0.0961925153013476	3		chr4:966064-966301	-	0
CERKL	CERKL_181558566-181558708	0.2484	0.0286844905828916	5		chr2:181558566-181558708	-	0
GIGYF2	GIGYF2_232731122-232731234	0.626	0.226608325825274	4		chr2:232731122-232731234	+	0
ARHGEF12	ARHGEF12_120429712-120429831	0.258076923076923	0.0738539792862257	13		chr11:120429712-120429831	+	0
ETV1	ETV1_13990553-13990702	0.584	0.172534054609518	2		chr7:13990553-13990702	-	0
SMPDL3A	SMPDL3A_122803664-122803833	0.309	0.0454239290829551	4		chr6:122803664-122803833	+	0
SLC38A6	SLC38A6_61034019-61034113	0.455285714285714	0.0978786907106859	7		chr14:61034019-61034113	+	0
SLC38A6	SLC38A6_61073848-61073941	0.961166666666667	0.0344813959500868	6		chr14:61073848-61073941	+	1
LRRC37A2	LRRC37A2_46520212-46520283	0.7584	0.117027957587676	15		chr17:46520212-46520283	+	0
SYNC	SYNC_32684010-32684089	0.347222222222222	0.0811153157205496	9		chr1:32684010-32684089	-	0
MVB12A	MVB12A_17420313-17420411	0.463	0.089095454429505	2		chr19:17420313-17420411	+	0
TCTEX1D1	TCTEX1D1_66776279-66776403	0.601533333333333	0.219576171835869	15		chr1:66776279-66776403	+	0
MEAK7	MEAK7_84502721-84502862	0.3924	0.137039410389858	5		chr16:84502721-84502862	-	0
SIVA1	SIVA1_104766790-104766897	0.3645	0.0487903679018718	2		chr14:104766790-104766897	+	0
CARF	CARF_202924357-202924415	0.654833333333333	0.216527519421127	6		chr2:202924357-202924415	+	0
CTH	CTH_70435125-70435177	0.363333333333333	0.0945110222848813	3		chr1:70435125-70435177	+	0
RUSC1-AS1	RUSC1-AS1_155319803-155319953	0.5165	0.0233345237791561	2		chr1:155319803-155319953	-	0
NUDT17	NUDT17_145846013-145846196	0.307	0.00824621125123533	4		chr1:145846013-145846196	+	0
GLRA2	GLRA2_14574333-14574400	0.38	0.15980613254816	2		chrX:14574333-14574400	+	0
ZNF687	ZNF687_151285206-151286074	0.5310625	0.13357019066144	16		chr1:151285206-151286074	+	0
FAM47E	FAM47E_76280264-76280341	0.43875	0.0583002287016669	4		chr4:76280264-76280341	+	0
TMEM175	TMEM175_948116-948154	0.239857142857143	0.0249628295099505	7		chr4:948116-948154	+	0
MROH7	MROH7_54709014-54709076	0.269333333333333	0.0814636933445405	3		chr1:54709014-54709076	+	0
DCTN1	DCTN1_74376742-74376762	0.343461538461538	0.0636783785710338	13		chr2:74376742-74376762	-	0
IL1RL2	IL1RL2_102232963-102233124	0.552	0.0268700576850888	2		chr2:102232963-102233124	+	0
MIR4435-2HG	MIR4435-2HG_111233628-111233739	0.531285714285714	0.131177601080406	35		chr2:111233628-111233739	-	0
MIR4435-2HG	MIR4435-2HG_111248148-111248241	0.543777777777778	0.119040725990916	9		chr2:111248148-111248241	-	0
PFKFB3	PFKFB3_6231263-6231314	0.356454545454545	0.00313339780720255	33		chr10:6231263-6231314	+	0
SLC29A2	SLC29A2_66371244-66371325	0.388714285714286	0.196916830401157	7		chr11:66371244-66371325	-	0
AL109615.3	AL109615.3_44000591-44000715	0.716833333333333	0.111332684628849	6		chr6:44000591-44000715	-	0
UBE2J2	UBE2J2_1264783-1264830	0.536	0.112654338576018	3		chr1:1264783-1264830	-	0
SPATA18	SPATA18_52062220-52062332	0.47125	0.173217349015623	4		chr4:52062220-52062332	+	0
AGPAT4	AGPAT4_161165577-161165713	0.570833333333333	0.204999260900368	12		chr6:161165577-161165713	-	0
PPP4R1	PPP4R1_9562922-9563046	0.286	0.029396306862306	15		chr18:9562922-9563046	-	0
NDUFA6-DT	NDUFA6-DT_42092119-42092232	0.337333333333333	0.0264054918530218	9		chr22:42092119-42092232	+	0
MYL3	MYL3_46866390-46866600	0.3365	0.00494974746830584	2		chr3:46866390-46866600	-	0
FAM86DP	FAM86DP_75429136-75429237	0.5405	0.189883323308257	18		chr3:75429136-75429237	-	0
YARS1	YARS1_32810591-32810766	0.5024	0.197414031922759	5		chr1:32810591-32810766	-	0
LY6E	LY6E_143020262-143020377	0.66	0.249961330342649	4		chr8:143020262-143020377	+	0
TOX2	TOX2_44065712-44066107	0.3985	0.132667613426088	24		chr20:44065712-44066107	+	0
FAHD2CP	FAHD2CP_96019201-96019260	0.279	0.0834386001800126	2		chr2:96019201-96019260	+	0
TPTEP1	TPTEP1_16611658-16611893	0.3605	0.0815209584503682	4		chr22:16611658-16611893	+	0
BEAN1-AS1	BEAN1-AS1_66479008-66479131	0.471833333333333	0.13500904109159	18		chr16:66479008-66479131	-	0
PTS	PTS_112230208-112230230	0.331875	0.064388192129569	8		chr11:112230208-112230230	+	0
ESPN	ESPN_6450444-6450470	0.76325	0.172056867893943	20		chr1:6450444-6450470	+	1
NUPR1	NUPR1_28538526-28538654	0.637571428571429	0.094649981762381	7		chr16:28538526-28538654	-	0
ZNF619	ZNF619_40482230-40482349	0.777666666666667	0.131081399646683	3		chr3:40482230-40482349	+	1
SDCCAG8	SDCCAG8_243286272-243286397	0.438	0.0706588045940962	7		chr1:243286272-243286397	+	0
ATXN2L	ATXN2L_28836326-28836490	0.492	0.0577797542396989	5		chr16:28836326-28836490	+	0
CTNNB1	CTNNB1_41222334-41222345	0.932178571428571	0.0849161039438027	28		chr3:41222334-41222345	+	0
RAD9B	RAD9B_110512779-110512878	0.633714285714286	0.130228919325054	7		chr12:110512779-110512878	+	0
PLPP4	PLPP4_120518833-120518896	0.522111111111111	0.275699766251463	9		chr10:120518833-120518896	+	0
NPR1	NPR1_153688053-153688221	0.347	0.0749533188057741	2		chr1:153688053-153688221	+	0
RBFOX1	RBFOX1_7664929-7664968	0.287142857142857	0.0471643529636122	7		chr16:7664929-7664968	+	0
PCP4	PCP4_39926047-39926191	0.601	0.22313897015089	3		chr21:39926047-39926191	+	0
ZRANB2-AS2	ZRANB2-AS2_71463331-71463525	0.584166666666667	0.141468606647081	6		chr1:71463331-71463525	+	0
EXOSC9	EXOSC9_121809834-121809916	0.5165	0.154232508462602	4		chr4:121809834-121809916	+	0
SOX2-OT	SOX2-OT_181778535-181778669	0.7205	0.150613744392735	2		chr3:181778535-181778669	+	0
POFUT2	POFUT2_45282804-45282938	0.7845	0.140714249456123	2		chr21:45282804-45282938	-	0
ELOVL1	ELOVL1_43366268-43366411	0.551714285714286	0.0490975704956103	7		chr1:43366268-43366411	-	0
AC080013.1	AC080013.1_158733951-158734037	0.436588235294118	0.160455624248392	17		chr3:158733951-158734037	+	0
AC080013.1	AC080013.1_158742030-158742144	0.5377	0.243194503775613	10		chr3:158742030-158742144	+	0
LCK	LCK_32276337-32276489	0.369	0.078835271294009	5		chr1:32276337-32276489	+	0
ATP9A	ATP9A_51690739-51690819	0.569666666666667	0.128664939539358	6		chr20:51690739-51690819	-	0
AC098487.1	AC098487.1_102419697-102419794	0.516894736842105	0.192087333938626	19		chr4:102419697-102419794	-	0
CKMT2	CKMT2_81256915-81257000	0.444666666666667	0.205740734906824	9		chr5:81256915-81257000	+	0
DNAH14	DNAH14_225080379-225080748	0.600785714285714	0.169323622129309	14		chr1:225080379-225080748	+	0
KIF17	KIF17_20684809-20685020	0.34175	0.0906141085409257	4		chr1:20684809-20685020	-	0
CACNA2D3	CACNA2D3_54885281-54885326	0.383333333333333	0.0738195999266681	3		chr3:54885281-54885326	+	0
S100PBP	S100PBP_32847672-32847722	0.59	0.0887299273075325	3		chr1:32847672-32847722	+	0
SLC25A26	SLC25A26_66236544-66236700	0.353846153846154	0.103878010308443	13		chr3:66236544-66236700	+	0
HDAC11	HDAC11_13501871-13501933	0.338333333333333	0.103030335338676	9		chr3:13501871-13501933	+	0
NVL	NVL_224313034-224313151	0.589875	0.166886135262511	8		chr1:224313034-224313151	-	0
DENND5A	DENND5A_9176772-9176902	0.575	0.132622270628529	4		chr11:9176772-9176902	-	0
PCBP1-AS1	PCBP1-AS1_70055714-70055910	0.4326	0.142874970316207	15		chr2:70055714-70055910	-	0
OGG1	OGG1_9759234-9759286	0.4595	0.118086832458153	2		chr3:9759234-9759286	+	0
LINC00299	LINC00299_8441354-8441578	0.5228	0.120079973351096	5		chr2:8441354-8441578	-	0
ST18	ST18_52217742-52217901	0.434714285714286	0.0373528860362636	7		chr8:52217742-52217901	-	0
ST18	ST18_52217746-52217901	0.3862	0.0454554727178147	5		chr8:52217746-52217901	-	0
ST18	ST18_52217813-52217901	0.423333333333333	0.0186100331362771	3		chr8:52217813-52217901	-	0
FAM228B	FAM228B_24146930-24147086	0.551625	0.146570972569605	16		chr2:24146930-24147086	+	0
PFKM	PFKM_48108072-48108194	0.536392857142857	0.189545331094392	28		chr12:48108072-48108194	+	0
AC092164.1	AC092164.1_28731666-28731737	0.539666666666667	0.168384233228649	9		chr2:28731666-28731737	-	0
DKC1	DKC1_154768302-154768312	0.752333333333333	0.231271125161213	3		chrX:154768302-154768312	+	1
HAAO	HAAO_42770493-42770582	0.2832	0.11004408207623	5		chr2:42770493-42770582	-	0
RAPGEF1	RAPGEF1_131619051-131619209	0.2404	0.00981325634027767	5		chr9:131619051-131619209	-	0
PTPRN	PTPRN_219299700-219299786	0.336222222222222	0.108347563168003	9		chr2:219299700-219299786	-	0
ENO1	ENO1_8870825-8870883	0.736608695652174	0.0122501915771097	23		chr1:8870825-8870883	-	0
SEC13	SEC13_10319257-10319316	0.5655	0.0586898628384834	2		chr3:10319257-10319316	-	0
NFYC	NFYC_40735601-40735750	0.657	0.172530190594767	4		chr1:40735601-40735750	+	0
AHRR	AHRR_376610-376716	0.3555	0.177483802077823	2		chr5:376610-376716	+	0
CCDC189	CCDC189_30759012-30759247	0.4062	0.120586345274524	10		chr16:30759012-30759247	-	0
ITPR1	ITPR1_4727126-4727173	0.909294117647059	0.0398211073205567	17		chr3:4727126-4727173	+	0
HOMER3-AS1	HOMER3-AS1_18946081-18946228	0.678666666666667	0.0650333247907051	3		chr19:18946081-18946228	+	0
SPATA9	SPATA9_95675412-95675639	0.633555555555556	0.109327616720469	9		chr5:95675412-95675639	-	0
BCAR1	BCAR1_75264351-75264601	0.472777777777778	0.132991332215466	9		chr16:75264351-75264601	-	0
OGDHL	OGDHL_49740710-49740837	0.351666666666667	0.107723411259268	3		chr10:49740710-49740837	-	0
KIF3A	KIF3A_132708907-132708974	0.90175	0.0879976325439118	4		chr5:132708907-132708974	-	1
DDX46	DDX46_134833581-134833623	0.649166666666667	0.140377953030274	12		chr5:134833581-134833623	+	0
LINC01184	LINC01184_128081973-128082194	0.587714285714286	0.166048847572694	14		chr5:128081973-128082194	-	0
RNF34	RNF34_121402742-121402807	0.21175	0.0108742815854658	4		chr12:121402742-121402807	+	0
DBNL	DBNL_44051830-44051942	0.21	0.00848528137423858	2		chr7:44051830-44051942	+	1
SLC9A3	SLC9A3_477332-477444	0.2865	0.0883883476483184	2		chr5:477332-477444	-	0
SH3GLB1	SH3GLB1_86730088-86730111	0.589333333333333	0.228053356329902	3		chr1:86730088-86730111	+	0
AC116366.3	AC116366.3_132486192-132486660	0.668142857142857	0.144920010777703	7		chr5:132486192-132486660	+	0
GMDS-DT	GMDS-DT_2269698-2269799	0.707897435897436	0.182192609889961	39		chr6:2269698-2269799	+	0
PCNX1	PCNX1_70995741-70995843	0.452285714285714	0.143312844604283	7		chr14:70995741-70995843	+	0
DCXR	DCXR_82037450-82037547	0.3014	0.0556264325658225	5		chr17:82037450-82037547	-	0
LST1	LST1_31587641-31587733	0.395961538461538	0.138750850309245	26		chr6:31587641-31587733	+	0
AL662899.4	AL662899.4_31670973-31671008	0.86775	0.0356779577143461	4		chr6:31670973-31671008	+	0
AMDHD1	AMDHD1_95954911-95954975	0.522111111111111	0.124095169572031	9		chr12:95954911-95954975	+	0
ARHGAP26	ARHGAP26_143207383-143207473	0.4315	0.0205060966544099	2		chr5:143207383-143207473	+	1
SETX	SETX_132269403-132269489	0.254666666666667	0.0523284498783087	6		chr9:132269403-132269489	-	0
FAM81B	FAM81B_95446562-95446697	0.52075	0.0455878273226527	4		chr5:95446562-95446697	+	0
PLK5	PLK5_1533931-1534041	0.79025	0.26905064578997	4		chr19:1533931-1534041	+	0
CCDC50	CCDC50_191357998-191358124	0.413	0.0654268038854617	4		chr3:191357998-191358124	+	0
SORBS1	SORBS1_95351209-95351376	0.267666666666667	0.0560832714214616	3		chr10:95351209-95351376	-	0
SORBS1	SORBS1_95351216-95351376	0.2815	0.0589058570941804	6		chr10:95351216-95351376	-	0
DECR1	DECR1_90006036-90006277	0.5816	0.212781108183974	5		chr8:90006036-90006277	+	1
KIF25	KIF25_168029492-168029677	0.3195	0.130814754519511	2		chr6:168029492-168029677	+	0
PTEN	PTEN_87931046-87931089	0.694	0.258801081914276	2		chr10:87931046-87931089	+	0
PIFO	PIFO_111347674-111347772	0.271625	0.0611624009152215	8		chr1:111347674-111347772	+	0
NR2F1-AS1	NR2F1-AS1_93438703-93438741	0.5663	0.201712693022318	20		chr5:93438703-93438741	-	0
LINC01354	LINC01354_234531026-234531181	0.515181818181818	0.116209998005179	11		chr1:234531026-234531181	-	0
SNRK	SNRK_43289740-43289789	0.487461538461538	0.227983776975693	13		chr3:43289740-43289789	+	0
CAMK2B	CAMK2B_44220616-44220632	0.38375	0.092445930142976	4		chr7:44220616-44220632	-	0
CAMK2B	CAMK2B_44234639-44234679	0.355	0.054796593568092	4		chr7:44234639-44234679	-	0
CCM2	CCM2_45069826-45069961	0.465555555555556	0.136419491927575	9		chr7:45069826-45069961	+	0
HLA-J	HLA-J_30008585-30008701	0.64	0.112866071075412	9		chr6:30008585-30008701	+	0
ZNF37A	ZNF37A_38115195-38115290	0.61525	0.15627833076491	4		chr10:38115195-38115290	+	0
MGST1	MGST1_16354231-16354270	0.3380625	0.0939542220090898	16		chr12:16354231-16354270	+	0
BET1	BET1_93972575-93972663	0.737	0.181649846316111	4		chr7:93972575-93972663	-	1
KIAA1755	KIAA1755_38228147-38228240	0.245	0.015556349186104	2		chr20:38228147-38228240	-	0
RPS24	RPS24_78037439-78037441	0.311	0	14		chr10:78037439-78037441	+	0
ACTR3B	ACTR3B_152783187-152783242	0.412	0.022113344387496	3		chr7:152783187-152783242	+	0
ACTR3B	ACTR3B_152800531-152800655	0.3	0.135642913563518	3		chr7:152800531-152800655	+	0
CRLS1	CRLS1_6026171-6026238	0.619	0.213327604089735	4		chr20:6026171-6026238	+	0
CLEC5A	CLEC5A_141945341-141945400	0.436333333333333	0.14551655117775	6		chr7:141945341-141945400	-	1
C11orf80	C11orf80_66788160-66788269	0.3125	0.0641893899159182	10		chr11:66788160-66788269	+	0
KEL	KEL_142943276-142943343	0.4496	0.115871912040839	5		chr7:142943276-142943343	-	0
SSPO	SSPO_149826913-149826959	0.3624	0.150491860244998	5		chr7:149826913-149826959	+	0
FLYWCH1	FLYWCH1_2936332-2936425	0.355	0.0919238815542512	2		chr16:2936332-2936425	+	0
NOP14-AS1	NOP14-AS1_2937975-2938142	0.489666666666667	0.0215019378971602	3		chr4:2937975-2938142	+	0
SFTPC	SFTPC_22163883-22164051	0.489	0.230236110692191	4		chr8:22163883-22164051	+	0
CCHCR1	CCHCR1_31157385-31157500	0.355545454545454	0.00768587843208095	11		chr6:31157385-31157500	-	0
AP003108.2	AP003108.2_61438004-61438113	0.4286	0.0643956520271361	5		chr11:61438004-61438113	+	0
CELF1	CELF1_47471998-47472102	0.283666666666667	0.0245831920899897	3		chr11:47471998-47472102	-	0
CELF1	CELF1_47499453-47499604	0.332714285714286	0.14505035124261	14		chr11:47499453-47499604	-	0
AL592293.1	AL592293.1_15011676-15011763	0.557666666666667	0.149292553955871	6		chr9:15011676-15011763	+	0
LRRC43	LRRC43_122187701-122187840	0.353857142857143	0.0940574798929332	7		chr12:122187701-122187840	+	0
LBHD1	LBHD1_62671240-62671388	0.546333333333333	0.0821770446454888	6		chr11:62671240-62671388	-	0
C1RL	C1RL_7108251-7108479	0.207	0.00424264068711929	2		chr12:7108251-7108479	-	0
HABP4	HABP4_96465710-96465778	0.4008	0.12663964624082	15		chr9:96465710-96465778	+	0
MRRF	MRRF_122285169-122285287	0.507285714285714	0.0602320907980519	7		chr9:122285169-122285287	+	0
MRRF	MRRF_122286039-122286166	0.2682	0.00920326029187482	5		chr9:122286039-122286166	+	1
NFASC	NFASC_205001170-205001286	0.521384615384615	0.141664826534052	13		chr1:205001170-205001286	+	0
CERCAM	CERCAM_128434102-128434229	0.6033	0.152635404368274	10		chr9:128434102-128434229	+	0
ASS1	ASS1_130450272-130450333	0.2649	0.139486615090745	20		chr9:130450272-130450333	+	0
STKLD1	STKLD1_133385617-133385691	0.440666666666667	0.112855364663508	3		chr9:133385617-133385691	+	0
