splicing_case	sample_id	control_id	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
RI	BS_VA5T4KAA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	38	194	NA	NA	300	150	NA	NA	0.08900000000000001	NA	NA
RI	BS_VA5T4KAA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	97	75	NA	NA	300	150	NA	NA	0.39299999999999996	NA	NA
SE	BS_VA5T4KAA	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	330	1	NA	NA	230	150	NA	NA	0.995	NA	NA
SE	BS_VA5T4KAA	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	316	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_VA5T4KAA	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	504	2	NA	NA	300	150	NA	NA	0.992	NA	NA
SE	BS_VA5T4KAA	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	334	75	NA	NA	241	150	NA	NA	0.735	NA	NA
SE	BS_VA5T4KAA	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	529	6	NA	NA	300	150	NA	NA	0.978	NA	NA
A3SS	BS_QBR4WCQ2	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	251	2	NA	NA	300	150	NA	NA	0.9840000000000001	NA	NA
RI	BS_QBR4WCQ2	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	19	88	NA	NA	300	150	NA	NA	0.09699999999999999	NA	NA
RI	BS_QBR4WCQ2	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	123	66	NA	NA	300	150	NA	NA	0.48200000000000004	NA	NA
SE	BS_QBR4WCQ2	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	260	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_QBR4WCQ2	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	323	2	NA	NA	300	150	NA	NA	0.988	NA	NA
SE	BS_QBR4WCQ2	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	262	66	NA	NA	241	150	NA	NA	0.7120000000000001	NA	NA
SE	BS_QBR4WCQ2	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	562	1	NA	NA	300	150	NA	NA	0.996	NA	NA
MXE	BS_THSPSG2Z	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	68	68	NA	NA	233	230	NA	NA	0.49700000000000005	NA	NA
RI	BS_THSPSG2Z	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	19	27	NA	NA	300	150	NA	NA	0.26	NA	NA
RI	BS_THSPSG2Z	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	30	40	NA	NA	300	150	NA	NA	0.273	NA	NA
SE	BS_THSPSG2Z	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	187	9	NA	NA	230	150	NA	NA	0.9309999999999999	NA	NA
SE	BS_THSPSG2Z	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	178	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_THSPSG2Z	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	124	40	NA	NA	241	150	NA	NA	0.659	NA	NA
SE	BS_THSPSG2Z	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	324	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_TE0GVDNG	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	418	16	NA	NA	300	150	NA	NA	0.929	NA	NA
RI	BS_TE0GVDNG	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	41	338	NA	NA	300	150	NA	NA	0.057	NA	NA
RI	BS_TE0GVDNG	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	241	49	NA	NA	300	150	NA	NA	0.711	NA	NA
SE	BS_TE0GVDNG	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	566	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_TE0GVDNG	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	733	16	NA	NA	300	150	NA	NA	0.958	NA	NA
SE	BS_TE0GVDNG	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	492	49	NA	NA	241	150	NA	NA	0.862	NA	NA
SE	BS_TE0GVDNG	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	753	1	NA	NA	300	150	NA	NA	0.997	NA	NA
RI	BS_TNRHHYNC	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	10	90	NA	NA	300	150	NA	NA	0.053	NA	NA
RI	BS_TNRHHYNC	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	132	11	NA	NA	300	150	NA	NA	0.857	NA	NA
SE	BS_TNRHHYNC	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	448	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_TNRHHYNC	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	411	11	NA	NA	241	150	NA	NA	0.9590000000000001	NA	NA
SE	BS_TNRHHYNC	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	872	0	NA	NA	300	150	NA	NA	1	NA	NA
RI	BS_P277RYX5	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	21	75	NA	NA	300	150	NA	NA	0.12300000000000001	NA	NA
RI	BS_P277RYX5	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	99	25	NA	NA	300	150	NA	NA	0.664	NA	NA
SE	BS_P277RYX5	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	158	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_P277RYX5	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	77	25	NA	NA	241	150	NA	NA	0.657	NA	NA
SE	BS_P277RYX5	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	231	0	NA	NA	300	150	NA	NA	1	NA	NA
MXE	BS_T55Y4Z0Y	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	15	28	NA	NA	233	230	NA	NA	0.34600000000000003	NA	NA
RI	BS_T55Y4Z0Y	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	20	12	NA	NA	300	150	NA	NA	0.455	NA	NA
SE	BS_T55Y4Z0Y	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	62	2	NA	NA	230	150	NA	NA	0.953	NA	NA
SE	BS_T55Y4Z0Y	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	47	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_T55Y4Z0Y	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	87	12	NA	NA	241	150	NA	NA	0.8190000000000001	NA	NA
SE	BS_T55Y4Z0Y	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	188	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_NQFH3GZH	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	786	2	NA	NA	300	150	NA	NA	0.995	NA	NA
MXE	BS_NQFH3GZH	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	232	337	NA	NA	233	230	NA	NA	0.405	NA	NA
RI	BS_NQFH3GZH	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	113	419	NA	NA	300	150	NA	NA	0.11900000000000001	NA	NA
RI	BS_NQFH3GZH	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	537	171	NA	NA	300	150	NA	NA	0.611	NA	NA
SE	BS_NQFH3GZH	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	911	2	NA	NA	230	150	NA	NA	0.997	NA	NA
SE	BS_NQFH3GZH	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	805	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_NQFH3GZH	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	1143	2	NA	NA	300	150	NA	NA	0.997	NA	NA
SE	BS_NQFH3GZH	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	645	171	NA	NA	241	150	NA	NA	0.701	NA	NA
SE	BS_NQFH3GZH	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1248	2	NA	NA	300	150	NA	NA	0.997	NA	NA
RI	BS_YEB88D32	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	97	310	NA	NA	300	150	NA	NA	0.135	NA	NA
RI	BS_YEB88D32	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	404	41	NA	NA	300	150	NA	NA	0.831	NA	NA
SE	BS_YEB88D32	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	523	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_YEB88D32	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	419	41	NA	NA	241	150	NA	NA	0.8640000000000001	NA	NA
SE	BS_YEB88D32	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1055	6	NA	NA	300	150	NA	NA	0.9890000000000001	NA	NA
RI	BS_6R7SFVV2	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	16	99	NA	NA	300	150	NA	NA	0.075	NA	NA
RI	BS_6R7SFVV2	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	105	83	NA	NA	300	150	NA	NA	0.387	NA	NA
SE	BS_6R7SFVV2	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	231	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_6R7SFVV2	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	120	83	NA	NA	241	150	NA	NA	0.474	NA	NA
SE	BS_6R7SFVV2	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	419	2	NA	NA	300	150	NA	NA	0.991	NA	NA
A3SS	BS_WV0S8N4M	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	190	1	NA	NA	300	150	NA	NA	0.99	NA	NA
RI	BS_WV0S8N4M	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	19	127	NA	NA	300	150	NA	NA	0.07	NA	NA
RI	BS_WV0S8N4M	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	92	20	NA	NA	300	150	NA	NA	0.6970000000000001	NA	NA
SE	BS_WV0S8N4M	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	261	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_WV0S8N4M	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	305	1	NA	NA	300	150	NA	NA	0.993	NA	NA
SE	BS_WV0S8N4M	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	174	2	NA	NA	267	150	NA	NA	0.98	NA	NA
SE	BS_WV0S8N4M	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	116	20	NA	NA	241	150	NA	NA	0.7829999999999999	NA	NA
SE	BS_WV0S8N4M	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	385	2	NA	NA	300	150	NA	NA	0.99	NA	NA
MXE	BS_PQ6QEVE8	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	29	68	NA	NA	233	230	NA	NA	0.29600000000000004	NA	NA
MXE	BS_PQ6QEVE8	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200855003	200855086	200856681	200856811	NA	NA	200854615	200854695	200856890	200856985	NA	NA	NA	NA	NA	NA	44	35	NA	NA	280	233	NA	NA	0.511	NA	NA
RI	BS_PQ6QEVE8	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	6	25	NA	NA	300	150	NA	NA	0.107	NA	NA
RI	BS_PQ6QEVE8	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	45	20	NA	NA	300	150	NA	NA	0.529	NA	NA
SE	BS_PQ6QEVE8	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	135	2	NA	NA	230	150	NA	NA	0.978	NA	NA
SE	BS_PQ6QEVE8	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	94	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_PQ6QEVE8	NA	ENSG00000013441.17	CLK1	chr2	-	200856681	200856811	NA	NA	NA	NA	NA	NA	200855003	200855086	200856890	200856985	NA	NA	NA	NA	NA	NA	107	1	NA	NA	280	150	NA	NA	0.983	NA	NA
SE	BS_PQ6QEVE8	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	113	20	NA	NA	241	150	NA	NA	0.779	NA	NA
SE	BS_PQ6QEVE8	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	307	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_QWNBZ9RJ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	868	3	NA	NA	300	150	NA	NA	0.993	NA	NA
MXE	BS_QWNBZ9RJ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	304	398	NA	NA	233	230	NA	NA	0.43	NA	NA
RI	BS_QWNBZ9RJ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	62	447	NA	NA	300	150	NA	NA	0.065	NA	NA
RI	BS_QWNBZ9RJ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	155	104	NA	NA	300	150	NA	NA	0.42700000000000005	NA	NA
SE	BS_QWNBZ9RJ	NA	ENSG00000013441.17	CLK1	chr2	-	200853902	200853993	NA	NA	NA	NA	NA	NA	200853008	200853449	200855003	200855086	NA	NA	NA	NA	NA	NA	465	2	NA	NA	241	150	NA	NA	0.993	NA	NA
SE	BS_QWNBZ9RJ	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	1057	4	NA	NA	230	150	NA	NA	0.9940000000000001	NA	NA
SE	BS_QWNBZ9RJ	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	959	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_QWNBZ9RJ	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	1279	3	NA	NA	300	150	NA	NA	0.995	NA	NA
SE	BS_QWNBZ9RJ	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	950	2	NA	NA	267	150	NA	NA	0.996	NA	NA
SE	BS_QWNBZ9RJ	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	1801	104	NA	NA	241	150	NA	NA	0.915	NA	NA
SE	BS_QWNBZ9RJ	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864100	200864252	NA	NA	NA	NA	NA	NA	1053	5	NA	NA	300	150	NA	NA	0.991	NA	NA
SE	BS_QWNBZ9RJ	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1834	30	NA	NA	300	150	NA	NA	0.968	NA	NA
A3SS	BS_VTJ9ESSV	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	567	4	NA	NA	300	150	NA	NA	0.986	NA	NA
MXE	BS_VTJ9ESSV	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	212	367	NA	NA	233	230	NA	NA	0.363	NA	NA
RI	BS_VTJ9ESSV	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	46	272	NA	NA	300	150	NA	NA	0.078	NA	NA
RI	BS_VTJ9ESSV	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	293	76	NA	NA	300	150	NA	NA	0.6579999999999999	NA	NA
SE	BS_VTJ9ESSV	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	929	2	NA	NA	230	150	NA	NA	0.997	NA	NA
SE	BS_VTJ9ESSV	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	772	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_VTJ9ESSV	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	807	4	NA	NA	300	150	NA	NA	0.99	NA	NA
SE	BS_VTJ9ESSV	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	604	76	NA	NA	241	150	NA	NA	0.8320000000000001	NA	NA
SE	BS_VTJ9ESSV	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1190	0	NA	NA	300	150	NA	NA	1	NA	NA
A5SS	BS_4GTESTSE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	654	2	NA	NA	300	150	NA	NA	0.9940000000000001	NA	NA
RI	BS_4GTESTSE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	90	408	NA	NA	300	150	NA	NA	0.099	NA	NA
RI	BS_4GTESTSE	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	607	55	NA	NA	300	150	NA	NA	0.847	NA	NA
